segment_id_first,segment_id_second
02YL000-4166,02YL000-24038
02YL000-15411,02YL000-24038
02YL000-5904,02YL000-24039
02YL000-19422,02YL000-24039
02YL000-22660,02YL000-24042
02YL000-10055,02YL000-24043
02YL000-23020,02YL000-24043
02YL000-23778,02YL000-24044
02YL000-3764,02YL000-24045
02YL000-21487,02YL000-24045
02YL000-18240,02YL000-24046
02YL000-18712,02YL000-24047
02YL000-6449,02YL000-24048
02YL000-14996,02YL000-24049
02YL000-15341,02YL000-24050
02YL000-19523,02YL000-24050
02YL000-15402,02YL000-24052
02YL000-23200,02YL000-24052
02YL000-4298,02YL000-24054
02YL000-16719,02YL000-24055
02YL000-2422,02YL000-24056
02YL000-20060,02YL000-24056
02YL000-16777,02YL000-24057
02YL000-7810,02YL000-24058
02YL000-19865,02YL000-24060
02YL000-2331,02YL000-24064
02YL000-10122,02YL000-24065
02YL000-9836,02YL000-24066
02YL000-23149,02YL000-24066
02YL000-15347,02YL000-24068
02YL000-6728,02YL000-24069
02YL000-5889,02YL000-24072
02YL000-20263,02YL000-24072
02YL000-1746,02YL000-24073
02YL000-22213,02YL000-24073
02YL000-16041,02YL000-24075
02YL000-25029,02YL000-24075
02YL000-1246,02YL000-24076
02YL000-22495,02YL000-24077
02YL000-5303,02YL000-24078
02YL000-24825,02YL000-24080
02YL000-9324,02YL000-24081
02YL000-10609,02YL000-24082
02YL000-24871,02YL000-24084
02YL000-21980,02YL000-24085
02YL000-16739,02YL000-24086
02YL000-596,02YL000-24087
02YL000-8135,02YL000-24089
02YL000-10254,02YL000-24090
02YL000-16063,02YL000-24091
02YL000-22585,02YL000-24092
02YL000-25068,02YL000-24092
02YL000-4691,02YL000-24093
02YL000-3578,02YL000-24095
02YL000-4131,02YL000-24096
02YL000-1840,02YL000-24098
02YL000-24149,02YL000-24098
02YL000-11105,02YL000-24100
02YL000-17769,02YL000-24100
02YL000-18197,02YL000-24101
02YL000-1499,02YL000-24102
02YL000-15441,02YL000-24103
02YL000-7798,02YL000-24104
02YL000-11681,02YL000-24104
02YL000-12533,02YL000-24105
02YL000-20503,02YL000-24105
02YL000-2933,02YL000-24106
02YL000-4396,02YL000-24106
02YL000-14280,02YL000-24109
02YL000-13377,02YL000-24111
02YL000-19820,02YL000-24113
02YL000-21923,02YL000-24114
02YL000-12796,02YL000-24115
02YL000-21674,02YL000-24115
02YL000-13999,02YL000-24116
02YL000-7536,02YL000-24118
02YL000-6563,02YL000-24119
02YL000-15039,02YL000-24119
02YL000-21612,02YL000-24120
02YL000-2452,02YL000-24121
02YL000-12466,02YL000-24121
02YL000-455,02YL000-24125
02YL000-12569,02YL000-24126
02YL000-14965,02YL000-24127
02YL000-22439,02YL000-24127
02YL000-13488,02YL000-24128
02YL000-10932,02YL000-24129
02YL000-13320,02YL000-24130
02YL000-15473,02YL000-24131
02YL000-16047,02YL000-24131
02YL000-845,02YL000-24132
02YL000-10950,02YL000-24133
02YL000-22657,02YL000-24134
02YL000-22684,02YL000-24135
02YL000-12794,02YL000-24138
02YL000-22796,02YL000-24138
02YL000-46,02YL000-24139
02YL000-8906,02YL000-24140
02YL000-1954,02YL000-24141
02YL000-15623,02YL000-24142
02YL000-10000,02YL000-24143
02YL000-17312,02YL000-24144
02YL000-21254,02YL000-24145
02YL000-23231,02YL000-24148
02YL000-11124,02YL000-24149
02YL000-25013,02YL000-24149
02YL000-8551,02YL000-24150
02YL000-9369,02YL000-24150
02YL000-23731,02YL000-24151
02YL000-17578,02YL000-24152
02YL000-20485,02YL000-24153
02YL000-21498,02YL000-24153
02YL000-3189,02YL000-24154
02YL000-18136,02YL000-24157
02YL000-18990,02YL000-24157
02YL000-18800,02YL000-24158
02YL000-12409,02YL000-24159
02YL000-20891,02YL000-24159
02YL000-3258,02YL000-24160
02YL000-7987,02YL000-24160
02YL000-17673,02YL000-24162
02YL000-15525,02YL000-24163
02YL000-16461,02YL000-24164
02YL000-9014,02YL000-24167
02YL000-21529,02YL000-24167
02YL000-14823,02YL000-24168
02YL000-15614,02YL000-24171
02YL000-26307,02YL000-24173
02YL000-309,02YL000-24174
02YL000-23112,02YL000-24175
02YL000-14035,02YL000-24176
02YL000-17304,02YL000-24176
02YL000-16247,02YL000-24178
02YL000-1854,02YL000-24180
02YL000-14034,02YL000-24181
02YL000-21282,02YL000-24182
02YL000-23209,02YL000-24182
02YL000-12226,02YL000-24183
02YL000-1216,02YL000-24185
02YL000-22156,02YL000-24185
02YL000-4004,02YL000-24189
02YL000-13415,02YL000-24190
02YL000-3353,02YL000-24191
02YL000-3705,02YL000-24192
02YL000-9068,02YL000-24193
02YL000-12452,02YL000-24194
02YL000-8018,02YL000-24195
02YL000-6674,02YL000-24196
02YL000-6066,02YL000-24197
02YL000-20862,02YL000-24197
02YL000-14251,02YL000-24198
02YL000-9537,02YL000-24199
02YL000-10972,02YL000-24200
02YL000-21118,02YL000-24200
02YL000-22557,02YL000-24202
02YL000-25343,02YL000-24203
02YL000-13853,02YL000-24205
02YL000-6684,02YL000-24207
02YL000-2021,02YL000-24208
02YL000-11889,02YL000-24208
02YL000-17019,02YL000-24210
02YL000-18129,02YL000-24210
02YL000-15243,02YL000-24211
02YL000-4334,02YL000-24212
02YL000-21850,02YL000-24215
02YL000-24609,02YL000-24217
02YL000-2218,02YL000-24218
02YL000-24802,02YL000-24220
02YL000-17247,02YL000-24221
02YL000-5864,02YL000-24222
02YL000-18810,02YL000-24222
02YL000-5739,02YL000-24223
02YL000-4316,02YL000-24224
02YL000-3633,02YL000-24225
02YL000-15193,02YL000-24226
02YL000-18021,02YL000-24226
02YL000-1397,02YL000-24227
02YL000-15684,02YL000-24228
02YL000-13615,02YL000-24229
02YL000-3778,02YL000-24230
02YL000-7663,02YL000-24230
02YL000-1299,02YL000-24232
02YL000-18707,02YL000-24233
02YL000-6555,02YL000-24234
02YL000-11737,02YL000-24234
02YL000-13263,02YL000-24236
02YL000-24152,02YL000-24236
02YL000-13434,02YL000-24237
02YL000-3142,02YL000-24238
02YL000-23833,02YL000-24239
02YL000-17970,02YL000-24241
02YL000-9346,02YL000-24242
02YL000-24977,02YL000-24243
02YL000-3423,02YL000-24244
02YL000-21493,02YL000-24246
02YL000-10524,02YL000-24249
02YL000-9603,02YL000-24250
02YL000-15802,02YL000-24251
02YL000-12262,02YL000-24252
02YL000-12630,02YL000-24254
02YL000-19722,02YL000-24255
02YL000-764,02YL000-24258
02YL000-19134,02YL000-24259
02YL000-21739,02YL000-24262
02YL000-21934,02YL000-24265
02YL000-2248,02YL000-24267
02YL000-9824,02YL000-24268
02YL000-17926,02YL000-24269
02YL000-13188,02YL000-24273
02YL000-16324,02YL000-24277
02YL000-10988,02YL000-24278
02YL000-8633,02YL000-24280
02YL000-22110,02YL000-24280
02YL000-21549,02YL000-24281
02YL000-531,02YL000-24283
02YL000-11630,02YL000-24284
02YL000-12861,02YL000-24284
02YL000-4477,02YL000-24285
02YL000-5227,02YL000-24287
02YL000-17962,02YL000-24287
02YL000-11613,02YL000-24288
02YL000-10818,02YL000-24289
02YL000-21038,02YL000-24289
02YL000-17116,02YL000-24290
02YL000-20104,02YL000-24292
02YL000-595,02YL000-24293
02YL000-15762,02YL000-24293
02YL000-643,02YL000-24294
02YL000-16675,02YL000-24295
02YL000-6458,02YL000-24296
02YL000-13710,02YL000-24297
02YL000-9459,02YL000-24298
02YL000-10774,02YL000-24299
02YL000-15609,02YL000-24299
02YL000-9188,02YL000-24300
02YL000-11383,02YL000-24301
02YL000-9384,02YL000-24302
02YL000-16846,02YL000-24302
02YL000-12739,02YL000-24306
02YL000-9338,02YL000-24307
02YL000-12681,02YL000-24307
02YL000-21879,02YL000-24308
02YL000-23759,02YL000-24308
02YL000-9583,02YL000-24309
02YL000-18766,02YL000-24310
02YL000-8489,02YL000-24311
02YL000-13801,02YL000-24312
02YL000-998,02YL000-24314
02YL000-1327,02YL000-24315
02YL000-1786,02YL000-24316
02YL000-1428,02YL000-24318
02YL000-13753,02YL000-24325
02YL000-6914,02YL000-24326
02YL000-4218,02YL000-24327
02YL000-17494,02YL000-24327
02YL000-9741,02YL000-24328
02YL000-4858,02YL000-24329
02YL000-18360,02YL000-24329
02YL000-9229,02YL000-24330
02YL000-15785,02YL000-24331
02YL000-21086,02YL000-24332
02YL000-16630,02YL000-24333
02YL000-25423,02YL000-24334
02YL000-7208,02YL000-24335
02YL000-23243,02YL000-24336
02YL000-11095,02YL000-24337
02YL000-16460,02YL000-24338
02YL000-10353,02YL000-24340
02YL000-13873,02YL000-24340
02YL000-6046,02YL000-24341
02YL000-1810,02YL000-24342
02YL000-18709,02YL000-24342
02YL000-1394,02YL000-24343
02YL000-23260,02YL000-24343
02YL000-23221,02YL000-24344
02YL000-27,02YL000-24346
02YL000-14600,02YL000-24346
02YL000-9806,02YL000-24347
02YL000-11817,02YL000-24347
02YL000-17037,02YL000-24349
02YL000-22397,02YL000-24350
02YL000-16373,02YL000-24351
02YL000-3399,02YL000-24353
02YL000-3150,02YL000-24355
02YL000-23524,02YL000-24355
02YL000-6635,02YL000-24357
02YL000-9726,02YL000-24357
02YL000-4051,02YL000-24358
02YL000-10309,02YL000-24359
02YL000-16193,02YL000-24361
02YL000-11007,02YL000-24362
02YL000-12881,02YL000-24364
02YL000-21012,02YL000-24364
02YL000-23395,02YL000-24365
02YL000-7334,02YL000-24366
02YL000-8356,02YL000-24368
02YL000-13608,02YL000-24369
02YL000-20525,02YL000-24370
02YL000-24524,02YL000-24371
02YL000-25834,02YL000-24373
02YL000-1307,02YL000-24374
02YL000-21886,02YL000-24375
02YL000-21067,02YL000-24376
02YL000-2897,02YL000-24377
02YL000-8294,02YL000-24377
02YL000-7370,02YL000-24378
02YL000-17389,02YL000-24378
02YL000-7803,02YL000-24379
02YL000-22905,02YL000-24379
02YL000-12691,02YL000-24381
02YL000-8942,02YL000-24382
02YL000-14950,02YL000-24382
02YL000-3607,02YL000-24383
02YL000-11461,02YL000-24384
02YL000-24984,02YL000-24384
02YL000-18989,02YL000-24385
02YL000-8423,02YL000-24386
02YL000-2717,02YL000-24388
02YL000-5395,02YL000-24388
02YL000-13777,02YL000-24389
02YL000-16907,02YL000-24393
02YL000-22763,02YL000-24394
02YL000-2766,02YL000-24395
02YL000-22748,02YL000-24396
02YL000-14737,02YL000-24397
02YL000-8031,02YL000-24398
02YL000-6183,02YL000-24399
02YL000-15169,02YL000-24400
02YL000-14624,02YL000-24401
02YL000-17716,02YL000-24402
02YL000-14391,02YL000-24403
02YL000-7789,02YL000-24406
02YL000-18410,02YL000-24407
02YL000-4934,02YL000-24409
02YL000-23253,02YL000-24409
02YL000-21072,02YL000-24411
02YL000-642,02YL000-24412
02YL000-1767,02YL000-24412
02YL000-9055,02YL000-24415
02YL000-22523,02YL000-24415
02YL000-14218,02YL000-24416
02YL000-2983,02YL000-24418
02YL000-6913,02YL000-24419
02YL000-2732,02YL000-24420
02YL000-22204,02YL000-24420
02YL000-4672,02YL000-24421
02YL000-13780,02YL000-24423
02YL000-5141,02YL000-24424
02YL000-21402,02YL000-24425
02YL000-3479,02YL000-24427
02YL000-3741,02YL000-24429
02YL000-21441,02YL000-24429
02YL000-15015,02YL000-24430
02YL000-20635,02YL000-24431
02YL000-20538,02YL000-24432
02YL000-13751,02YL000-24433
02YL000-22622,02YL000-24433
02YL000-9067,02YL000-24434
02YL000-24084,02YL000-24435
02YL000-4126,02YL000-24436
02YL000-4375,02YL000-24438
02YL000-3953,02YL000-24439
02YL000-9979,02YL000-24443
02YL000-13505,02YL000-24444
02YL000-19263,02YL000-24444
02YL000-13613,02YL000-24446
02YL000-331,02YL000-24447
02YL000-21023,02YL000-24448
02YL000-1197,02YL000-24449
02YL000-2656,02YL000-24450
02YL000-17604,02YL000-24450
02YL000-558,02YL000-24452
02YL000-22029,02YL000-24454
02YL000-4926,02YL000-24456
02YL000-13524,02YL000-24456
02YL000-1174,02YL000-24457
02YL000-3415,02YL000-24460
02YL000-17381,02YL000-24461
02YL000-23465,02YL000-24462
02YL000-83,02YL000-24463
02YL000-2420,02YL000-24464
02YL000-15348,02YL000-24465
02YL000-22590,02YL000-24465
02YL000-2038,02YL000-24466
02YL000-18536,02YL000-24472
02YL000-10681,02YL000-24473
02YL000-12114,02YL000-24473
02YL000-821,02YL000-24475
02YL000-1568,02YL000-24476
02YL000-187,02YL000-24477
02YL000-3127,02YL000-24477
02YL000-9701,02YL000-24478
02YL000-3582,02YL000-24479
02YL000-18710,02YL000-24479
02YL000-23310,02YL000-24480
02YL000-5036,02YL000-24482
02YL000-18726,02YL000-24483
02YL000-5880,02YL000-24485
02YL000-14017,02YL000-24485
02YL000-12748,02YL000-24487
02YL000-22964,02YL000-24487
02YL000-12597,02YL000-24488
02YL000-25143,02YL000-24489
02YL000-10517,02YL000-24491
02YL000-17281,02YL000-24491
02YL000-20227,02YL000-24492
02YL000-23360,02YL000-24492
02YL000-22423,02YL000-24494
02YL000-16068,02YL000-24495
02YL000-6343,02YL000-24496
02YL000-22742,02YL000-24496
02YL000-10974,02YL000-24499
02YL000-17481,02YL000-24500
02YL000-7743,02YL000-24501
02YL000-24068,02YL000-24501
02YL000-16476,02YL000-24502
02YL000-25782,02YL000-24504
02YL000-18348,02YL000-24505
02YL000-8217,02YL000-24506
02YL000-17540,02YL000-24507
02YL000-6060,02YL000-24508
02YL000-7154,02YL000-24508
02YL000-4907,02YL000-24509
02YL000-20783,02YL000-24510
02YL000-12585,02YL000-24511
02YL000-12944,02YL000-24512
02YL000-5901,02YL000-24513
02YL000-24911,02YL000-24514
02YL000-2178,02YL000-24515
02YL000-14676,02YL000-24515
02YL000-12536,02YL000-24518
02YL000-23911,02YL000-24521
02YL000-2863,02YL000-24522
02YL000-3228,02YL000-24522
02YL000-11491,02YL000-24523
02YL000-9308,02YL000-24525
02YL000-4584,02YL000-24526
02YL000-11255,02YL000-24527
02YL000-14922,02YL000-24527
02YL000-14911,02YL000-24528
02YL000-15589,02YL000-24528
02YL000-16244,02YL000-24529
02YL000-23033,02YL000-24530
02YL000-3139,02YL000-24531
02YL000-24340,02YL000-24531
02YL000-10081,02YL000-24532
02YL000-13482,02YL000-24533
02YL000-7785,02YL000-24534
02YL000-14025,02YL000-24534
02YL000-8028,02YL000-24535
02YL000-13029,02YL000-24535
02YL000-12952,02YL000-24536
02YL000-10502,02YL000-24537
02YL000-856,02YL000-24538
02YL000-418,02YL000-24539
02YL000-12678,02YL000-24540
02YL000-16734,02YL000-24540
02YL000-24454,02YL000-24541
02YL000-24647,02YL000-24541
02YL000-23461,02YL000-24542
02YL000-24390,02YL000-24543
02YL000-9799,02YL000-24544
02YL000-14786,02YL000-24544
02YL000-2668,02YL000-24545
02YL000-13534,02YL000-24545
02YL000-1222,02YL000-24546
02YL000-13298,02YL000-24547
02YL000-13299,02YL000-24547
02YL000-3796,02YL000-24552
02YL000-10532,02YL000-24552
02YL000-7113,02YL000-24553
02YL000-8596,02YL000-24555
02YL000-14651,02YL000-24556
02YL000-15630,02YL000-24559
02YL000-24516,02YL000-24560
02YL000-5428,02YL000-24561
02YL000-14270,02YL000-24562
02YL000-24482,02YL000-24563
02YL000-11574,02YL000-24564
02YL000-16686,02YL000-24565
02YL000-4561,02YL000-24567
02YL000-13758,02YL000-24568
02YL000-4080,02YL000-24569
02YL000-16494,02YL000-24571
02YL000-11823,02YL000-24572
02YL000-272,02YL000-24574
02YL000-11519,02YL000-24574
02YL000-10939,02YL000-24576
02YL000-1468,02YL000-24577
02YL000-2074,02YL000-24577
02YL000-4548,02YL000-24578
02YL000-22035,02YL000-24578
02YL000-8519,02YL000-24579
02YL000-11692,02YL000-24579
02YL000-5290,02YL000-24580
02YL000-13791,02YL000-24581
02YL000-6454,02YL000-24582
02YL000-19012,02YL000-24583
02YL000-22041,02YL000-24583
02YL000-15917,02YL000-24584
02YL000-17155,02YL000-24585
02YL000-3491,02YL000-24586
02YL000-8138,02YL000-24586
02YL000-15732,02YL000-24587
02YL000-17027,02YL000-24588
02YL000-5712,02YL000-24589
02YL000-12858,02YL000-24589
02YL000-10718,02YL000-24590
02YL000-13704,02YL000-24591
02YL000-3310,02YL000-24592
02YL000-8882,02YL000-24592
02YL000-5503,02YL000-24593
02YL000-6837,02YL000-24595
02YL000-23173,02YL000-24596
02YL000-4910,02YL000-24597
02YL000-26227,02YL000-24598
02YL000-8339,02YL000-24600
02YL000-4313,02YL000-24603
02YL000-18160,02YL000-24603
02YL000-12472,02YL000-24604
02YL000-4296,02YL000-24605
02YL000-17372,02YL000-24605
02YL000-19923,02YL000-24606
02YL000-20134,02YL000-24608
02YL000-10138,02YL000-24610
02YL000-9404,02YL000-24611
02YL000-23404,02YL000-24611
02YL000-9410,02YL000-24612
02YL000-19055,02YL000-24612
02YL000-4799,02YL000-24613
02YL000-17426,02YL000-24614
02YL000-8605,02YL000-24616
02YL000-4387,02YL000-24617
02YL000-7445,02YL000-24617
02YL000-10534,02YL000-24619
02YL000-22469,02YL000-24622
02YL000-20348,02YL000-24623
02YL000-20746,02YL000-24623
02YL000-1800,02YL000-24624
02YL000-5719,02YL000-24626
02YL000-4054,02YL000-24627
02YL000-6071,02YL000-24627
02YL000-2974,02YL000-24630
02YL000-6704,02YL000-24630
02YL000-13200,02YL000-24633
02YL000-22250,02YL000-24634
02YL000-8158,02YL000-24635
02YL000-9209,02YL000-24636
02YL000-17150,02YL000-24638
02YL000-19497,02YL000-24639
02YL000-17230,02YL000-24640
02YL000-16670,02YL000-24641
02YL000-13212,02YL000-24642
02YL000-2904,02YL000-24645
02YL000-6530,02YL000-24645
02YL000-23981,02YL000-24646
02YL000-10731,02YL000-24647
02YL000-4579,02YL000-24648
02YL000-24988,02YL000-24650
02YL000-6838,02YL000-24652
02YL000-15259,02YL000-24653
02YL000-8434,02YL000-24654
02YL000-19784,02YL000-24655
02YL000-21606,02YL000-24655
02YL000-13939,02YL000-24656
02YL000-13011,02YL000-24657
02YL000-16967,02YL000-24658
02YL000-7428,02YL000-24660
02YL000-21624,02YL000-24660
02YL000-6109,02YL000-24661
02YL000-17547,02YL000-24662
02YL000-17028,02YL000-24663
02YL000-21756,02YL000-24665
02YL000-3320,02YL000-24666
02YL000-8706,02YL000-24668
02YL000-13172,02YL000-24669
02YL000-5164,02YL000-24670
02YL000-18128,02YL000-24670
02YL000-21883,02YL000-24671
02YL000-12454,02YL000-24672
02YL000-2857,02YL000-24673
02YL000-4675,02YL000-24673
02YL000-25540,02YL000-24674
02YL000-3639,02YL000-24677
02YL000-15317,02YL000-24679
02YL000-7942,02YL000-24680
02YL000-8052,02YL000-24680
02YL000-4331,02YL000-24681
02YL000-21270,02YL000-24682
02YL000-18001,02YL000-24683
02YL000-8660,02YL000-24685
02YL000-11825,02YL000-24687
02YL000-14358,02YL000-24688
02YL000-19406,02YL000-24688
02YL000-18480,02YL000-24689
02YL000-19892,02YL000-24689
02YL000-23305,02YL000-24690
02YL000-3253,02YL000-24691
02YL000-3761,02YL000-24692
02YL000-1670,02YL000-24693
02YL000-20424,02YL000-24693
02YL000-15703,02YL000-24694
02YL000-10732,02YL000-24695
02YL000-17743,02YL000-24696
02YL000-23317,02YL000-24698
02YL000-19704,02YL000-24701
02YL000-21704,02YL000-24701
02YL000-4306,02YL000-24702
02YL000-18112,02YL000-24703
02YL000-12553,02YL000-24704
02YL000-15559,02YL000-24704
02YL000-2616,02YL000-24706
02YL000-12352,02YL000-24708
02YL000-25024,02YL000-24710
02YL000-10442,02YL000-24713
02YL000-5234,02YL000-24715
02YL000-5524,02YL000-24717
02YL000-9191,02YL000-24718
02YL000-2740,02YL000-24719
02YL000-23811,02YL000-24719
02YL000-18731,02YL000-24720
02YL000-9879,02YL000-24721
02YL000-23182,02YL000-24721
02YL000-2105,02YL000-24722
02YL000-11888,02YL000-24722
02YL000-13899,02YL000-24723
02YL000-1163,02YL000-24725
02YL000-17783,02YL000-24726
02YL000-20759,02YL000-24727
02YL000-24185,02YL000-24729
02YL000-7285,02YL000-24732
02YL000-7356,02YL000-24733
02YL000-23735,02YL000-24733
02YL000-9785,02YL000-24734
02YL000-5473,02YL000-24735
02YL000-7600,02YL000-24735
02YL000-8577,02YL000-24736
02YL000-15798,02YL000-24737
02YL000-14187,02YL000-24738
02YL000-22911,02YL000-24739
02YL000-10141,02YL000-24740
02YL000-12131,02YL000-24741
02YL000-12694,02YL000-24742
02YL000-19381,02YL000-24743
02YL000-19583,02YL000-24743
02YL000-6346,02YL000-24744
02YL000-2275,02YL000-24745
02YL000-2638,02YL000-24746
02YL000-7956,02YL000-24748
02YL000-22136,02YL000-24748
02YL000-2572,02YL000-24749
02YL000-10773,02YL000-24749
02YL000-24181,02YL000-24751
02YL000-3943,02YL000-24752
02YL000-19989,02YL000-24753
02YL000-21332,02YL000-24754
02YL000-21835,02YL000-24754
02YL000-16983,02YL000-24756
02YL000-1535,02YL000-24757
02YL000-5433,02YL000-24758
02YL000-21034,02YL000-24760
02YL000-11537,02YL000-24761
02YL000-7882,02YL000-24763
02YL000-24945,02YL000-24765
02YL000-21430,02YL000-24767
02YL000-908,02YL000-24768
02YL000-11746,02YL000-24768
02YL000-22216,02YL000-24769
02YL000-13289,02YL000-24771
02YL000-22536,02YL000-24772
02YL000-14905,02YL000-24773
02YL000-736,02YL000-24774
02YL000-6764,02YL000-24775
02YL000-13410,02YL000-24775
02YL000-4708,02YL000-24776
02YL000-1594,02YL000-24777
02YL000-10975,02YL000-24778
02YL000-15029,02YL000-24778
02YL000-24463,02YL000-24779
02YL000-24464,02YL000-24779
02YL000-2241,02YL000-24781
02YL000-13623,02YL000-24783
02YL000-12246,02YL000-24784
02YL000-17540,02YL000-24787
02YL000-18079,02YL000-24788
02YL000-12022,02YL000-24789
02YL000-126,02YL000-24790
02YL000-22359,02YL000-24790
02YL000-25023,02YL000-24791
02YL000-12957,02YL000-24793
02YL000-5314,02YL000-24795
02YL000-2672,02YL000-24796
02YL000-11397,02YL000-24796
02YL000-18067,02YL000-24798
02YL000-12942,02YL000-24800
02YL000-18717,02YL000-24800
02YL000-13856,02YL000-24801
02YL000-1172,02YL000-24802
02YL000-15555,02YL000-24802
02YL000-4804,02YL000-24803
02YL000-7746,02YL000-24804
02YL000-10895,02YL000-24808
02YL000-3276,02YL000-24810
02YL000-22179,02YL000-24812
02YL000-522,02YL000-24813
02YL000-18301,02YL000-24814
02YL000-16350,02YL000-24815
02YL000-14983,02YL000-24816
02YL000-22604,02YL000-24816
02YL000-5641,02YL000-24817
02YL000-15184,02YL000-24817
02YL000-3486,02YL000-24818
02YL000-23762,02YL000-24820
02YL000-23870,02YL000-24821
02YL000-4205,02YL000-24822
02YL000-17892,02YL000-24822
02YL000-6619,02YL000-24823
02YL000-4100,02YL000-24824
02YL000-14727,02YL000-24826
02YL000-18603,02YL000-24827
02YL000-19559,02YL000-24828
02YL000-13687,02YL000-24829
02YL000-24156,02YL000-24831
02YL000-12452,02YL000-24832
02YL000-2896,02YL000-24834
02YL000-6630,02YL000-24834
02YL000-3988,02YL000-24835
02YL000-3989,02YL000-24835
02YL000-18317,02YL000-24836
02YL000-21144,02YL000-24836
02YL000-1124,02YL000-24838
02YL000-19914,02YL000-24838
02YL000-666,02YL000-24839
02YL000-2397,02YL000-24839
02YL000-15992,02YL000-24840
02YL000-11902,02YL000-24841
02YL000-13514,02YL000-24841
02YL000-12566,02YL000-24842
02YL000-26348,02YL000-24843
02YL000-22849,02YL000-24846
02YL000-20173,02YL000-24848
02YL000-24169,02YL000-24849
02YL000-6501,02YL000-24850
02YL000-7405,02YL000-24851
02YL000-2687,02YL000-24853
02YL000-17933,02YL000-24855
02YL000-18444,02YL000-24856
02YL000-22429,02YL000-24856
02YL000-12101,02YL000-24857
02YL000-12102,02YL000-24857
02YL000-17755,02YL000-24858
02YL000-11178,02YL000-24859
02YL000-8338,02YL000-24862
02YL000-8669,02YL000-24862
02YL000-24898,02YL000-24863
02YL000-22096,02YL000-24865
02YL000-3206,02YL000-24867
02YL000-10860,02YL000-24867
02YL000-19303,02YL000-24868
02YL000-9455,02YL000-24869
02YL000-6987,02YL000-24871
02YL000-20129,02YL000-24872
02YL000-14393,02YL000-24873
02YL000-1075,02YL000-24874
02YL000-3269,02YL000-24875
02YL000-2260,02YL000-24876
02YL000-6492,02YL000-24877
02YL000-25285,02YL000-24877
02YL000-15524,02YL000-24878
02YL000-10835,02YL000-24879
02YL000-5586,02YL000-24880
02YL000-7647,02YL000-24880
02YL000-22869,02YL000-24881
02YL000-4116,02YL000-24883
02YL000-14317,02YL000-24883
02YL000-12377,02YL000-24884
02YL000-24378,02YL000-24886
02YL000-7885,02YL000-24887
02YL000-12769,02YL000-24888
02YL000-1274,02YL000-24889
02YL000-13742,02YL000-24889
02YL000-12314,02YL000-24890
02YL000-19159,02YL000-24891
02YL000-19305,02YL000-24891
02YL000-18477,02YL000-24893
02YL000-9675,02YL000-24895
02YL000-18550,02YL000-24895
02YL000-16934,02YL000-24896
02YL000-12868,02YL000-24897
02YL000-18708,02YL000-24899
02YL000-12951,02YL000-24901
02YL000-17814,02YL000-24902
02YL000-16700,02YL000-24904
02YL000-13313,02YL000-24906
02YL000-298,02YL000-24907
02YL000-18730,02YL000-24908
02YL000-2031,02YL000-24909
02YL000-16071,02YL000-24910
02YL000-17044,02YL000-24911
02YL000-17330,02YL000-24911
02YL000-2925,02YL000-24912
02YL000-1487,02YL000-24913
02YL000-15128,02YL000-24916
02YL000-6701,02YL000-24917
02YL000-14050,02YL000-24917
02YL000-17858,02YL000-24918
02YL000-7907,02YL000-24919
02YL000-5908,02YL000-24920
02YL000-2475,02YL000-24921
02YL000-20086,02YL000-24921
02YL000-24600,02YL000-24922
02YL000-24601,02YL000-24922
02YL000-11947,02YL000-24923
02YL000-12250,02YL000-24923
02YL000-1191,02YL000-24924
02YL000-12329,02YL000-24924
02YL000-13322,02YL000-24926
02YL000-23192,02YL000-24926
02YL000-11084,02YL000-24928
02YL000-7632,02YL000-24930
02YL000-13261,02YL000-24930
02YL000-13830,02YL000-24931
02YL000-17387,02YL000-24931
02YL000-1065,02YL000-24932
02YL000-3937,02YL000-24934
02YL000-13621,02YL000-24934
02YL000-9370,02YL000-24935
02YL000-13253,02YL000-24936
02YL000-8935,02YL000-24938
02YL000-9616,02YL000-24939
02YL000-12319,02YL000-24939
02YL000-18667,02YL000-24942
02YL000-23624,02YL000-24943
02YL000-6357,02YL000-24944
02YL000-23179,02YL000-24944
02YL000-22774,02YL000-24945
02YL000-21334,02YL000-24946
02YL000-6747,02YL000-24947
02YL000-8799,02YL000-24949
02YL000-21516,02YL000-24951
02YL000-19235,02YL000-24955
02YL000-12562,02YL000-24956
02YL000-7820,02YL000-24957
02YL000-1259,02YL000-24958
02YL000-202,02YL000-24959
02YL000-14994,02YL000-24960
02YL000-9855,02YL000-24961
02YL000-21436,02YL000-24961
02YL000-4876,02YL000-24962
02YL000-14029,02YL000-24965
02YL000-5277,02YL000-24966
02YL000-20700,02YL000-24968
02YL000-8055,02YL000-24969
02YL000-19693,02YL000-24969
02YL000-362,02YL000-24970
02YL000-3659,02YL000-24970
02YL000-15296,02YL000-24974
02YL000-15087,02YL000-24977
02YL000-13220,02YL000-24979
02YL000-3829,02YL000-24980
02YL000-12240,02YL000-24980
02YL000-22203,02YL000-24981
02YL000-10503,02YL000-24982
02YL000-8630,02YL000-24984
02YL000-18607,02YL000-24985
02YL000-18255,02YL000-24987
02YL000-25320,02YL000-24990
02YL000-8684,02YL000-24992
02YL000-3386,02YL000-24993
02YL000-14157,02YL000-24993
02YL000-2928,02YL000-24994
02YL000-5360,02YL000-24995
02YL000-11993,02YL000-24995
02YL000-18370,02YL000-24996
02YL000-6960,02YL000-24997
