Unnamed: 0,CrossingId,Group,Number,StructureType,CrossingName,Date,RoadName,Latitude,Longitude,Fish Spp,Barriers up/downstream?,Further Assesment Required?,Shape,Material,Diameter (m),Wet width (m),High Water mark (cm),Inlet depth (cm),Outlet depth (cm),Inlet El (m),Outlet El (m),Length (m),Slope (%),Outflow drop (cm),Outflow pool depth (cm),Plunge factor (1.5x),Condition,Notes,DFO Comments,Obstruction?,Sent_to_Reg_Review,Monitoring & Occurences Unit Update,Added to pick list?,Issue,Action Required,geometry,segment_id,dist_meters
387,MFN13,MFN,13,Culvert,Beaver Brook,2019-11-02,Rt 360 - Bay d'Espoir Highway,47.90665,-54.4292,Trout,Yes,No,,,,,,,,,,,,,,,,The culvert is approx. 3m diameter and at an elevation 162m. **Not backwatered,,Incomplete,,,YES,Culvert not actually backwatered,Fill in Section 2 and resubmit.,POINT (-54.4292 47.90665),02YL000-20477,252160.080897976
388,MFN14,MFN,14,Culvert,Boxey Brook,2019-11-04,Route 363 Boxey,47.46246667,-54.44785,Trout,no,No,,,,,,,,,,,,,,,,"Backwatered (?), but some flow visible.",,No,,,NO,,,POINT (-54.44785 47.46246667),02YL000-10355,283387.428277031
389,MFN15,MFN,15,Culvert,Camp 8 Brook,2019-11-05,Rt 360 - Bay d'Espoir Highway,48.13255,-54.49101667,Trout,Yes,Yes,Rectangular,Wood creosote,1.3*1.67,1.3,8,3,3,0.2,1,23.824,3.357958361,20,1,0.05,,,"SLOPE MAY RESULT IN BARRIER_x000D_
OUTFLOW DROP ISSUE AND POOR CONDITION",Yes,2020-07-13,,NO,,,POINT (-54.49101667 48.13255),02YL000-19364,232985.272345689
390,MFN16,MFN,16,Culvert,SouthEast Brook,2019-09-13,Rt 360 - Bay d'Espoir Highway,47.94258333,-55.60647222,"Trout,Salmon",unknown,Yes,round,CSP,2.35,2.2,none (new),32.5,74,1.399,1.838,25.421,1.726918689,0,8.9,,,Salmon River #1 - Southeast brooks runs out to salt water in Conne River.,SLOPE MAY RESULT IN BARRIER,Yes,2020-07-13,,NO,,,POINT (-55.60647222 47.94258333),02YL000-20774,182957.027765979
391,MFN17,MFN,17,Culvert,Duck Hole,2019-09-13,Rt 360 - Bay d'Espoir Highway,48.25625,-55.47688889,"Trout,Salmon",unknown,Yes,round,CSP,2.66,2.43,,37,60.95,1.41,1.76,22.339,1.566766641,0,80,,,Salmon Culvert #2 - Tunnel on Bay D’espoir Highway . No high water mark -New Culvert. Water runs out to Conne pond and down to salt water at Conne River.,SLOPE MAY RESULT IN BARRIER,Yes,2020-07-13,,NO,,,POINT (-55.47688889 48.25625),02YL000-10355,167048.185149886
392,MFN18,MFN,18,Culvert,C18 Unnamed,2019-09-16,Rt 360 - Bay d'Espoir Highway,48.40363889,-55.46002778,"Trout,Salmon",unknown,Yes,round,CSP,2.68,2.35,2.58,58,5.47,1.488,1.538,22.36,0.223613596,0,103,,,Salmon stream # 3 Culvert crossing Bay D’Espoir Highway,,No,,,YES,Outlet high water mark measurement not correct (2.58m) - doesn't match up to photos. Also 5.47 cm for outlet water depth may be incorrect,Verify units & check measurements for outlet high water mark & water depth,POINT (-55.46002778 48.40363889),02YL000-27337,157886.493963998
393,MFN19,MFN,19,Culvert,Berry Hill Brook,2019-09-17,Rt 360 - Bay d'Espoir Highway,48.42322222,-55.45394444,"Trout,Salmon",unknown,No,arch,,,,,,,,,,,,,,,Salmon stream Culvert # 4. Natural bottom,,No,,,NO,,,POINT (-55.45394444 48.42322222),02YL000-20477,156846.224225634
394,MFN20,MFN,20,Culvert,Mose Ambrose,2019-09-18,Rt 363,47.46597222,-55.50966667,"Trout,Salmon",unknown,No,arch,,,,,,,,,,,,,,,Culvert leading from salt water crossing road in mose Ambrose. Leading up to pond above. It has natural bottom.,,No,,,NO,,,POINT (-55.50966667 47.46597222),02YL000-17113,224369.872572281
395,MFN21,MFN,21,Culvert,Cat Brook,2019-09-24,Rt 360 - Bay d'Espoir Highway,48.50644444,-55.47869444,"Trout,Salmon",unknown,Yes,round,CSP,1.95,1.55,1.95,8,38.5,1.41,1.369,17.308,-0.236884678,0,60.7,,poor,"Old, damaged, rusty, holes at wetted water marks",,No,,,YES,Outlet high water mark measurement not correct (1.95m) - doesn't match up to photos,Verify units & check measurement,POINT (-55.47869444 48.50644444),02YL000-20477,149584.993419186
396,MFN22,MFN,22,Culvert,Southwest Brook (asses. 7),2019-09-24,Conne River,47.86336111,-55.75438889,Trout,Yes,Yes,round,CSP,4.25,2,300,40.6,15,2.42,2.399,28.509,-0.073660949,0,1.12,,poor,Culvert in bad shape- Culvert that crosses road in center of Conne. : Culvert in center is heaved up. A lot of boulders throughout tunnel. Soon need to be replaced,POOR CONDITION AND PARTIAL ROCK BARRIERS MAY RESULT IN MIGRATORY BARRIERS,Maybe,,,NO,,,POINT (-55.75438889 47.86336111),02YL000-20774,180836.003227613
397,NAACAP1,NAACAP,1,Culvert,Blackhead culvert 1,2019-09-27,Blackhead Road,47.52374,-52.65607,Trout,"Vegetation thick, obscuring stream 15m from inlet",Yes,,,,,,,,,,,,,,,,"Unable to access culvert to fill out Section 2. Culvert appears collapsed and inlet barely visible, blocked with vegetation and rocks. Corrugated pipe is rusted and full of holes at inlet. Audible loud flow. Difficult to see if bottom is natural. Culvert recessed into ground, outlet inaccessible. Photos included. Likely a barrier to fish passage","WATERCOURSE VERY SMALL CAN THEY CONFIRM BROOKIES, BROWN TROUT AND RAINBOW?
MAY NEED ADD'L ASSESSMENT
culvert collapsed thus potential barrier",Maybe,,,YES,NO DATA - collect more if possible.,Confirm if culvert is or isn't accesible to collect additional data - perhaps at lower water levels? How were 3 species of trout determined?,POINT (-52.65607 47.52374),02YL000-24807,383146.404548438
398,NAACAP2,NAACAP,2,Culvert,Blackhead culvert 2,2019-09-27,Blackhead Road,47.5169,-52.71004,Trout,no,Yes,round,CSP,2.58,0.95,54,13.4,7,0.552,1.84,33.012,3.901611535,51,28,0.549019608,good,"Steep banks on either side (inlet and outlet), thickly vegetated.  First 1.5m of culvert bottom rusted out completely at inlet. Old rusted vehicle ~5m from outlet. Small separation in pipe seam 12m from outlet.","OUTFLOW DROP 51 CM- SEEMS TOO GREAT FOR PHOTO UNLESS IT INCLUDES WATERPLUNGE POOL DEPTH?  CHECK...
SLOPE MAY RESULT IN VELOCITY BARRIER
SPECIES COMPOSITION?",Yes,2020-07-13,,NO,,,POINT (-52.71004 47.5169),02YL000-24807,380313.783924345
399,NAACAP3,NAACAP,3,Culvert,Blackhead culvert 3,2019-10-04,Blackhead Road,47.51414,-52.68985,Trout,no,No,,,,,,,,,,,,,,,,Culvert nicely backwatered. No observed obstructions. Very gentle flow- water almost appears standing.,,No,,,NO,,,POINT (-52.68985 47.51414),02YL000-24807,381721.379542559
400,NAACAP4,NAACAP,4,Culvert,Blackhead culvert 4,2019-10-04,Blackhead Road,47.51311,-52.68144,Trout,no,Yes,,,,,,,,,,,,,,,,"Small (15cm) jump down for water into inlet- otherwise it is entirely backwatered from downstream pool. Thick trees and vegetation upstream and downstream but no visible obstructions. Both inlet and outlet heavily rusted but not eroded. 
Upon further assessment culvert was determined not to be back watered. However due to dense vegetation and high waterlevel equipment could not be deployed properly to assess",,Incomplete,,,YES,"As culvert is not backwatered, further assessment required.",Confirm if culvert is or isn't accesible to collect additional data - perhaps at lower water levels?,POINT (-52.68144 47.51311),02YL000-24807,382300.125619891
401,NAACAP5,NAACAP,5,Culvert,Blackhead culvert 5,2019-10-04,Blackhead Road,47.52359,-52.65602,Trout,Yes,Yes,round,CSP,1.99,0.71,40,16,1.3,0.991,1.6,21.946,2.774993165,42,19,0.452380952,poor,Condition of culvert base ~3m into inlet is poor - rusted out. Oval hole in outlet pipe ~30cm from outlet (hole dimension is 1/2ft x 1ft). Within 10m from outlet the channel narrows slightly due to rock barrier. Likely a barrier to fish pasage,"PHOTO OF OUTLET NOT SUFFICIENT TO VIEW PLUNGE but further interpretation of photos tends to support perch height conclusion...
slope and perch height may result in barrier",Yes,2020-07-13,,NO,,,POINT (-52.65602 47.52359),02YL000-24807,383159.267400109
402,NAACAP6,NAACAP,6,Culvert,Colinet Arm culvert 1,2019-10-10,Highway 91,47.22484,-53.56111,"Trout,Salmon",no,No,,,,,,,,,,,,,,,,Deeply backwatered (i.e. highwater mark and current water level are higher than midpoint of the culvert). Audible flow. Extensive brush and debris have collected at inlet and outlet.,,No,,,NO,,,POINT (-53.56111 47.22484),02YL000-10355,350826.828272833
403,NAACAP7,NAACAP,7,Culvert,South River culvert 1,2019-10-15,Between highway 70 and Salmon Cove Rd,47.53666,-53.26971,"Trout,Salmon",no,No,,,,,,,,,,,,,,,,"Channel constrained by concrete wall running parallel to flow. No obstruction. Culvert appears to have a natural bottom, but difficult to determine if CSP base buried or rusted. Backwatered, no barrier to fish passage.",,No,,,NO,,,POINT (-53.26971 47.53666),02YL000-24807,345762.877592407
404,NAACAP8,NAACAP,8,Culvert,Three Gully River culvert 1,2019-10-24,Peter's River Rd,46.73783,-53.54335,"Trout,Salmon",no,No,,,,,,,,,,,,,,,,"Natural bottom, no physical barriers. Backwatered.",,No,,,NO,,,POINT (-53.54335 46.73783),02YL000-20774,388490.380996032
405,NAACAP9,NAACAP,9,Culvert,Sam's River culvert 1,2019-10-24,Peter's River Rd,46.72861,-53.52336,"Trout,Salmon",no,Yes,,,,,,,,,,,,,,,,Large double culvert. Right has more flow (looking upstream). Rock in left culvert but not impeding flow.  Re-assessment: not backwatered. However due to high flow and deep water level equipment could not be deployed properly and conditions were not safe for technicians.,No obstruction apparent at this time but also no data.  inspection late in year when more water present,No,,,YES,"As culvert is not backwatered, further assessment required.",Confirm if culvert is or isn't accesible to collect additional data - perhaps at lower water levels?,POINT (-53.52336 46.72861),02YL000-20774,390313.605759308
406,NAACAP10,NAACAP,10,Culvert,Tuken Brush River culvert 1,2019-11-22,Peter's River Rd,46.71996,-53.5126,"Trout,Salmon",no,Yes,,,,,,,,,,,,,,,,No physical barriers. Two culverts.  Re-assessment: not backwatered. However due to high flow and deep water level equipment could not be deployed properly and conditions were not safe for technicians.,photo leads me to believe that this has been installed on a slope and thus may present a barrier.  nbo data collected so further data collection will be necessary,Incomplete,,,YES,"As culvert is not backwatered, further assessment required.",Confirm if culvert is or isn't accesible to collect additional data - perhaps at lower water levels?,POINT (-53.5126 46.71996),02YL000-20774,391568.201176957
407,NAACAP11,NAACAP,11,Culvert,Long Pond River culvert 1,2019-10-24,Peter's River Rd,46.70915,-53.48818,"Trout,Salmon",no,No,,,,,,,,,,,,,,,,Corrugated pipe in good condition.Backwatered. No physical barriers.,,No,,,NO,,,POINT (-53.48818 46.70915),02YL000-20774,393762.392877472
408,NAACAP12,NAACAP,12,Culvert,Broom Cove River culvert 1,2019-11-22,Peter's River Rd,46.72343,-53.43523,"Trout,Salmon",no,Yes,,,,,,,,,,,,,,,,"Double culvert. Better flow in larger, left culvert (looking upstream). Prominent rocks upstream. Re-assessment: not backwatered. However due to high flow and deep water level equipment could not be deployed properly and conditions were not safe for technicians.",REVISIT AT MORE APPROPRIATE TIME FOR SLOPE AND LENGTH,Incomplete,,,YES,"As culvert is not backwatered, further assessment required.",Confirm if culvert is or isn't accesible to collect additional data - perhaps at lower water levels?,POINT (-53.43523 46.72343),02YL000-20774,395744.940826159
409,NAACAP13,NAACAP,13,Culvert,Fanny's Pond culvert 1,2019-11-22,Peter's River Rd,46.73644,-53.35689,"Trout,Salmon",no,Yes,round,CSP,3.2,1.15,13,10,14,1.02,1.21,16.746,1.134599307,11,28,2.545454545,good,"Low high-water mark height. Culvert is 10m from another small culvert, same river, not visible in photos. Highly vegetated, lots of alders. Culvert is 25 m from small old foot bridge, no barriers. Small 'walls' blocking sides of culvert on inlet side (able to flow in centre) baffler?. Slight barrier at inlet (see diagram and pictures)","WEIR IN CULVERT INLET MAY BE TO HOLD WATER BACK INTO POND- WAS THIS A MITIGATION TO INSTALLING CULVERT TOO LOW IN  FIRST PLACE?  MAY RESULT IN VELOCITY BARRIER AT SLOT- THIS IS NOT A FISH PASSAGE DEVICE IN A CLASSICAL SENSE
notes also mention another culvert within 10 meters. why was this not collected?",Maybe,,,YES,Photo does not confirm outflow drop of 11 cm.,confirm or recollect data. Notes also mention another culvert within 10 meters - why was this not assessed?,POINT (-53.35689 46.73644),02YL000-10355,399062.868609297
410,NAACAP14,NAACAP,14,Culvert,Gull Pond culvert 1,2019-11-20,Highway 10,46.88149,-52.93518,"Trout,Salmon",no,Yes,round,CSP,3.4,2.95,60,82,39,1.35,1.66,22.363,1.386218307,49,39,0.795918367,good,10-12m from ocean. Stream connects upstream to Gull Pond. Culvert slopes at inlet creating a ~0.25 drop at the inlet ~1m into the culvert. Flow through culvert too high to measure from center of culvert accurately. Measurement taken slightly off center to avoid flow,"SLOPE MAY RESULT IN VELOCITY BARRIER
outflow drop not supported by photos",Yes,2020-07-13,,YES,Photo does not confirm outflow drop of 49 cm.,confirm or recollect data.,POINT (-52.93518 46.88149),02YL000-10355,411821.691468426
411,NAACAP15,NAACAP,15,Culvert,Lower Path Culvert 1,2019-11-27,Lower Path,47.3298,-52.81986,Trout,no,Yes,round,CSP,2.18,1.33,15,37,26,0.68,1.2,15.617,3.329704809,"Before ledge: 0
After ledge: 38","Before ledge: 10
After ledge: 53",,good,Very little rust/water. Flow very high on assessment day. Outlet water depth higher than highwater mark (see photo). Secondary culvert within main culvert (see photo). Ledge on outlet side (38cm high). Outflow drop and outflow pool depth measured before and after ledge.,"OUTLET PHOTO DOES NOT CONFIRM CULVERT DROP OF 11 CM
WATER SPILLS ON CONCRETE APRON- MAY RESULT IN BARRIER_x000D_
SLOPE MAY RESULT IN BARRIER_x000D_
LEDGE- IS THIS NATURAL OR CONSTRUCTED- NEED TO INVESTIGATE",Yes,2020-07-13,,NO,,,POINT (-52.81986 47.3298),02YL000-24807,386593.116893102
412,NCC1,NCC,1,Culvert,CJ-C1 Tributary of Paradise River,2019-10-07,Cartwright Junction,53.07236111,-57.51344444,Trout,Possible barrier - fallen wood,Yes,round,Galvanized,0.961,0.68,95.8,25,50,0.85,1.1,22.63,1.1,0,45,,good,One dent on top of culvert by outlet; CJ-CI culvert damage.,Slope may lead to a velocity barrier,Maybe,,,NO,,,POINT (-57.51344444 53.07236111),02YL000-38,365430.770094425
413,NCC2,NCC,2,Culvert,CJ-C2 Tributary of Paradise River,2019-10-07,Cartwright Access Rd,53.15186111,-57.53133333,Trout,Yes,Yes,round,Galvanized,2,1.97,105,64,71,0.96,1.2,22.11,1.09,0,78,,good,Partial Barrier at inlet - notify DTW. Refer to images of upstream barrier.,Slope may lead to a velocity barrier & there is a partial blockage,Maybe,,,NO,,,POINT (-57.53133333 53.15186111),02YL000-38,374270.959556632
414,NCC3,NCC,3,Culvert,CJ-C3 Tributary of Paradise River,2019-10-08,Cartwright Junction,53.19041667,-57.52905556,Trout,Yes,Yes,round,Galvanized,2.39,2.3,96.5,47,76,1.2,1.35,28.59,0.52,0,42,,good,Slight barrier downstream - old rotten log.,BACKWATERED,No,,,NO,,,POINT (-57.52905556 53.19041667),02YL000-38,378560.375229321
415,NCC4,NCC,4,Culvert,CJ-C4 Beaver Brook Stream,2019-10-08,Cartwright Junction,53.26705556,-57.48422222,Trout,Yes,Yes,round,Galvanized,,,,,,,,,,,,,,Big barrrier at inlets - water is too deep to assess.,Debris buildup at inlets,Maybe,,,NO,,,POINT (-57.48422222 53.26705556),02YL000-38,387103.997902876
416,NCC5,NCC,5,Culvert,CJ-C5 Tributary of Paradise River,2019-10-08,Cartwright Junction,53.36875,-57.39727778,Trout,Yes,No,round,Galvanized,,,,,,,,,,,,,,"Barrier downstream - large spruce log and lots of leaf debris/alders makes it difficult to get a clear photo. Brook is backwatered, and is too deep to access closely.",,No,,,NO,,,POINT (-57.39727778 53.36875),02YL000-38,398519.117018217
417,NCC6,NCC,6,Tree,CJ-C5 - physical barrier,2019-10-08,Cartwright Junction,53.36875,-57.39727778,,,,,,,,,,,,,,,,,,,,Fallen trees could be a partial barrier,No,,,NO,,,POINT (-57.39727778 53.36875),02YL000-38,398519.117018217
418,NCC7,NCC,7,Culvert,CJ-C5B Rattling Brook,2019-10-09,Cartwright Junction,53.37930556,-57.33680556,"Trout,Salmon",no,No,,,,,,,,,,,,,,,,,"DFO Note: Culvert looks to have a steep slope, but is baffled.",No,,,NO,,,POINT (-57.33680556 53.37930556),02YL000-38,399817.404294515
419,NCC8,NCC,8,Culvert,CJ-C6 Good Enough Pond,2019-10-09,Cartwright Junction,53.44477778,-57.19297222,"Trout,Salmon",Yes,No,,,,,,,,,,,,,,,fair,Beaver cutting evidence. Full barrier to fish migration. 2nd culvert completely submerged image taken at outlet. Culvert crosses fr good enough pond,Beaver activity inside culvert could be a barrier depending on water levels,Maybe,,,NO,,,POINT (-57.19297222 53.44477778),02YL000-38,407559.081808924
420,NCC9,NCC,9,Barrier,CJ-C6 Good Enough Pond,2019-10-09,Cartwright Junction,53.44477778,-57.19297222,"Trout,Salmon",,,,,,,,,,,,,,,,,,Full barrier in culvert. Beaver cutting evidence. No obstruction seen/visible but no moving water,,,,,NO,,,POINT (-57.19297222 53.44477778),02YL000-38,407559.081808924
421,NCC10,NCC,10,Culvert,CJ-C7 Good Enough Pond,2019-10-09,Cartwright Junction,53.46261111,-57.16036111,"Trout,Salmon",Yes,No,,,,,,,,,,,,,,,,Barrier downstream,beaver dam in culvert,Yes,2020-07-13,,NO,,,POINT (-57.16036111 53.46261111),02YL000-38,409677.247415942
422,NCC11,NCC,11,Barrier,CJ-C7 Good Enough Pond,2019-10-09,Cartwright Junction,53.46261111,-57.16038889,"Trout,Salmon",Yes,,,,,,,,,,,,,,,,,"Barrier upstream and downstream from beaver dam sticks. Ful barrier of trees. Good Enough Pond, tributary for Sendwch(?) Bay",,,,,NO,,,POINT (-57.16038889 53.46261111),02YL000-38,409677.124683056
423,NCC12,NCC,12,Culvert,CJ-C8 Tributary of Bill Learning’s Pond,2019-10-09,Cartwright Junction,53.49678889,-57.06877778,Trout,no,Yes,round,Galvanized,,,,,,,,,,,,,good,Water too deep to assess. Images taken,Backwatered but beaver debris inside could be partial blockage.,Maybe,,,YES,Water too deep to fully assess,"Further assessment required (try a safer approach, lower water levels, etc).",POINT (-57.06877778 53.49678889),02YL000-38,413920.082890575
424,NCC13,NCC,13,Culvert,CJ-C9 Tributary of Bill Learning’s Pond,2019-10-09,Cartwright Junction,53.51211111,-57.07208333,Trout,no,Yes,round,Galvanized,3,2.3,84,33,50,1.28,1.01,21.09,-1.28,0,89,,good,Beaver house present in area.,BACKWATERED,No,,,NO,,,POINT (-57.07208333 53.51211111),02YL000-38,415601.206589029
425,NCC14,NCC,14,Culvert,CJ-C10 Tributary of Bill Learning’s Pond,2019-10-09,Cartwright Junction,53.53269444,-57.06705556,Trout,no,Yes,round,Galvanized,3,1.46,75,14,14,0.71,0.93,24.1,0.91,0,43,,good,Culvert is in great condition,"0.91% slope, and low water levels. Culvert could be oversized",Maybe,,,NO,,,POINT (-57.06705556 53.53269444),02YL000-38,417910.628923989
426,NCC15,NCC,15,Culvert,CJ-C11 Tributary of Bill Learning’s Pond,2019-10-09,Cartwright Junction,53.56066667,-57.06013889,Trout,Yes,Yes,round,Galvanized,3,1.98,137,32,29,1.21,1.19,23.88,-0.08,0,45,,good,Barrier at culvert inlet,Debris at inlet could be a barrier,Maybe,,,NO,,,POINT (-57.06013889 53.56066667),02YL000-38,421049.621402534
427,NCC16,NCC,16,Culvert,CJ-C12 Dykes Brook,2019-10-23,Cartwright Junction,53.63369444,-57.02222222,"Trout,Salmon",no,Yes,,,,,,,,,,,,,,,,"Unable to assess water is too deep.
Very slow moving water, this is a tributary know to always be very slow. Tributary of Dykrd Brook.",No photos provided,Incomplete,,,YES,"Water too deep to fully assess, no photos","Further assessment required (try a safer approach, lower water levels, etc).",POINT (-57.02222222 53.63369444),02YL000-38,429356.832151712
428,NCC17,NCC,17,Culvert,CTJ-C1 Trout Pond,2019-10-10,Charlottetown Junction,52.65716667,-56.47702778,Trout,no,Yes,,,,,,,,,,,,,,,,No obstructions or barriers observed. Unable to survey water too deep. Brook feeds into trout pond om TLH.,BACKWATERED,No,,,NO,,,POINT (-56.47702778 52.65716667),02YL000-38,327733.907841531
429,NCC18,NCC,18,Culvert,CTJ-C2 Western Pond,2019-10-10,Charlottetown Junction,52.68258333,-56.40011111,Trout,no,Yes,round,Galvanized,3,2.79,141,81,87,1.25,1.23,21.8,-0.09,0,94,,good,Feeds into western pond. Unable to take clear photo of inlet due to sun angle.,BACKWATERED,No,,,NO,,,POINT (-56.40011111 52.68258333),02YL000-38,331728.894679899
430,NCC19,NCC,19,Culvert,CTJ-C3 Gilbert’s Pond,2019-10-10,Charlottetown Junction,52.71588889,-56.31708333,Trout,no,No,arch,,,,,,,,,,,,,,good,,Natural Bottom,No,,,NO,,,POINT (-56.31708333 52.71588889),02YL000-38,336739.491500628
431,NCC20,NCC,20,Culvert,PAJ-C1 Porcupine Pond Brook,2019-10-10,Pinsent Arm Junction,52.7285,-56.12177778,Trout,no,No,,,,,,,,,,,,,,,,No image of outlet- water too deep and no bank to take photo from to see the outlet. Inlet photo illustrates the outlet appears okay.,Natural Bottom,No,,,NO,,,POINT (-56.12177778 52.7285),02YL000-13673,341596.884954974
432,NCC21,NCC,21,Culvert,SL-C1 Curl’s Pond,2019-10-16,St. Lewis Junction,52.41866667,-56.01411111,"Trout,Salmon",no,Yes,round,Galvanized,3.05,2.91,130,88,87,1.48,1.5,21.7,0.09,0,42,,good,,BACKWATERED,No,,,NO,,,POINT (-56.01411111 52.41866667),02YL000-22025,310028.228831717
433,NCC22,NCC,22,Culvert,SL-C2 Little Curl’s Pond,2019-10-16,St. Lewis Junction,52.41488889,-55.94644444,Trout,,Yes,round,Galvanized,2.99,2.7,103,56,62,1.11,1.3,21.74,0.87,0,43,,good,"Partial barrier at outlet, appears to be mostly stick/branches",0.9% slope and partial barrier at outlet,Maybe,,,NO,,,POINT (-55.94644444 52.41488889),02YL000-22025,310726.050320336
434,NCC23,NCC,23,Culvert,SL-C3 Black Hill Pond,2019-10-16,St. Lewis Junction,52.39955556,-55.79533333,"Trout,Salmon",no,Yes,,,,,,,,,,,,,,,,"Water too deep at outlet to access
Highwater mark visible on outside of culvert. Dent on culvert at inlet. Culvert may become flooded with no flow at extreme water levels.",Further assessment required,Incomplete,,,YES,Water too deep to fully assess,"Further assessment required (try a safer approach, lower water levels, etc).",POINT (-55.79533333 52.39955556),02YL000-22025,311805.176430176
435,NCC24,NCC,24,Culvert,SL-C4 Round Hill Pond,2019-10-16,St. Lewis Junction,52.39738889,-55.77483333,"Trout,Stickleback",no,Yes,round,Galvanized,1.17,0.98,40,30,25,0.9,0.515,17.26,-2.23,0,44,,good,,BACKWATERED,No,,,NO,,,POINT (-55.77483333 52.39738889),02YL000-22025,311970.621077962
436,NCC25,NCC,25,Culvert,SL-C5 Saltwater Pond,2019-10-16,St. Lewis Junction,52.38577778,-55.72013889,"Trout,Salmon",no,Yes,,,,,,,,,,,,,,,,Water too deep to assess,Further assessment required,Incomplete,,,YES,Water too deep to fully assess,"Further assessment required (try a safer approach, lower water levels, etc).",POINT (-55.72013889 52.38577778),02YL000-22025,311826.138072211
437,NCC26,NCC,26,Culvert,TLH-C1,2019-10-16,Trans Labrador Highway,51.43994444,-57.05019444,Trout,Yes,Yes,round,Galvanized,75,72,52,13,9,0.58,0.76,18.5,0.97,2,18,9,good,,"1% slope, low water depth, and small outflow drop.",Maybe,,,NO,,,POINT (-57.05019444 51.43994444),02YL000-38,187080.25001344
438,NCC27,NCC,27,Culvert,TLH-C2 Deep Pond,2019-10-16,Trans Labrador Highway,51.43994444,-57.03986111,Trout,no,Yes,round,Galvanized,1.82,1.57,61,23,44,0.47,1,31,1.71,0,45,,fair,"Culvert pieces added to old culvert to extend culvert length during construction widening amd paving work
Two culverts on site, one assessed","1.7% slope, and culvert extensions are not properly joined.",Yes,2020-07-13,,NO,,,POINT (-57.03986111 51.43994444),02YL000-38,187216.817524102
439,NCC28,NCC,28,Culvert,TLH-C3 Richard Brook Pond,2019-10-17,Trans Labrador Highway,51.47339722,-56.95763889,Trout,no,Yes,round,Galvanized,1.25,1,26,13,16,0.3,0.64,18.6,1.83,0,13,,good,,"1.8% slope, low water depth",Yes,2020-07-13,,NO,,,POINT (-56.95763889 51.47339722),02YL000-38,192030.135283768
440,NCC29,NCC,29,Culvert,TLH-C4 Taylor Gulsh Pond,2019-10-17,Trans Labrador Highway,51.49052778,-56.93297222,Trout,no,Yes,round,Galvanized,2.44,1,52,20,11,,,25.02,0,23,,0,good,"Outflow pool depth too deep to measure, too deep to take elevation","Significant outflow drop. Further assessment required.
with perch and no plunge pool this would be considered barier",Yes,2020-07-13,,YES,Water too deep to fully assess,"Further assessment required (try a safer approach, lower water levels, etc).",POINT (-56.93297222 51.49052778),02YL000-38,194267.241599992
441,NCC30,NCC,30,Culvert,TLH-C5,2019-10-17,Trans Labrador Highway,51.56397222,-56.75322222,Trout,no,Yes,,,,,,,,,,,,,,,,Beaver dam downstream full width of stream. Water too deep for inlet and outlet photos,Missing inlet & outlet photos,Incomplete,,,YES,Water too deep to fully assess,"Further assessment required (try a safer approach, lower water levels, etc).",POINT (-56.75322222 51.56397222),02YL000-38,205299.826884749
442,NCC31,NCC,31,Beaver Dam,TLH-C5,2019-10-17,Trans Labrador Highway,51.56397222,-56.75322222,Trout,no,,,,,,,,,,,,,,,,,"Beaver dam downstream, full barrier. Beaver dam downstream full width of stream. Culvert backwatered.",,Yes,,,NO,,,POINT (-56.75322222 51.56397222),02YL000-38,205299.826884749
443,NCC32,NCC,32,Culvert,TLH-C6 Little Pinware Pond,2019-10-17,Trans Labrador Highway,51.62022222,-56.71763889,Trout,Yes,No,,,,,,,,,,,,,,,,Beavers and beaver house present- locals reported nultiple beavers at this site. Water to deep at inlet for photo.,BACKWATERED,No,,,NO,,,POINT (-56.71763889 51.62022222),02YL000-38,211993.96854444
444,NCC33,NCC,33,Beaver Dam,TLH-C6 Little Pinware Pond,2019-10-17,Trans Labrador Highway,51.62022222,-56.71763889,Trout,Yes,,,,,,,,,,,,,,,,,"Beaver dam present, full barrier",,Yes,,,NO,,,POINT (-56.71763889 51.62022222),02YL000-38,211993.96854444
445,NCC34,NCC,34,Culvert,TLH-C7 Little Pinware Pond,2019-10-17,Trans Labrador Highway,51.63794444,-56.71872222,Trout,no,Yes,round,Galvanized,1.62,1.07,61,8,17,0.5,0.645,18.87,0.77,0,28,,poor,"Culvert rusty, getting in bad condition starting to eat through. Culvert should soon be redone. Evidence of old beaver sticks. Culvert dented on inlet side.","0.8% slope, low water levels, debris inside culvert, poor condition",Maybe,,,NO,,,POINT (-56.71872222 51.63794444),02YL000-38,213866.637632878
446,NCC35,NCC,35,Culvert,TLH-C8 County Cat Pond,2019-10-17,Trans Labrador Highway,51.73452778,-56.56683333,Trout,no,Yes,round,Galvanized,5.16,3.34,114,34,18,1.95,1,20.5,-4.63,0,68,,good,,Significant (-4.6%) negative slope should be reassessed,Maybe,,,YES,Significant negative slope,Retake slope measurements,POINT (-56.56683333 51.73452778),02YL000-13673,226970.194913246
447,NCC36,NCC,36,Culvert,TLH-C9 Roger’s Brook,2019-10-17,Trans Labrador Highway,51.73827778,-56.54855556,Trout,no,Yes,round,Galvanized,3.91,3.04,90,10,17,0.98,1.31,18.64,1.77,0,72,,good,,1.8% slope could lead to velocity barrier,Yes,2020-07-13,,NO,,,POINT (-56.54855556 51.73827778),02YL000-13673,227672.687616117
