,geometry,junction_id,lon,lat
20559,"(-57.6327346, 48.9546203)",02YL000-20559,-57.6327346,48.9546203
20560,"(-57.6208231, 49.6080032)",02YL000-20560,-57.6208231,49.6080032
20561,"(-57.3096322, 49.7156346)",02YL000-20561,-57.3096322,49.7156346
20562,"(-57.3330553, 49.5366334)",02YL000-20562,-57.3330553,49.5366334
20563,"(-57.2629725, 49.3290491)",02YL000-20563,-57.2629725,49.3290491
20564,"(-58.1064601, 49.2411727)",02YL000-20564,-58.1064601,49.2411727
20565,"(-57.8090749, 49.3015202)",02YL000-20565,-57.8090749,49.3015202
20566,"(-57.8289218, 48.9325109)",02YL000-20566,-57.8289218,48.9325109
20567,"(-57.5175483, 49.4508324)",02YL000-20567,-57.5175483,49.4508324
20568,"(-57.1758979, 49.6827118)",02YL000-20568,-57.1758979,49.6827118
20569,"(-57.5411289, 49.5730856)",02YL000-20569,-57.5411289,49.5730856
20570,"(-57.6610901, 49.7710927)",02YL000-20570,-57.6610901,49.7710927
20571,"(-57.3420548, 49.6250727)",02YL000-20571,-57.3420548,49.6250727
20572,"(-57.8171044, 49.2921176)",02YL000-20572,-57.8171044,49.2921176
20573,"(-57.4796616, 49.4267631)",02YL000-20573,-57.4796616,49.4267631
20574,"(-57.2198426, 49.3981556)",02YL000-20574,-57.2198426,49.3981556
20575,"(-57.6771438, 48.9279877)",02YL000-20575,-57.6771438,48.9279877
20576,"(-57.3405448, 49.6461227)",02YL000-20576,-57.3405448,49.6461227
20577,"(-57.2958927, 49.4252224)",02YL000-20577,-57.2958927,49.4252224
20578,"(-57.0298947, 49.6016045)",02YL000-20578,-57.0298947,49.6016045
20579,"(-57.6466762, 49.664175)",02YL000-20579,-57.6466762,49.664175
20580,"(-57.6098072, 49.7290054)",02YL000-20580,-57.6098072,49.7290054
20581,"(-57.6781162, 49.6018779)",02YL000-20581,-57.6781162,49.6018779
20582,"(-57.6171151, 49.5894187)",02YL000-20582,-57.6171151,49.5894187
20583,"(-57.1067464, 49.4249457)",02YL000-20583,-57.1067464,49.4249457
20584,"(-57.325964, 49.7045173)",02YL000-20584,-57.325964,49.7045173
20585,"(-57.9149748, 49.1684831)",02YL000-20585,-57.9149748,49.1684831
20586,"(-57.9417272, 49.0416669)",02YL000-20586,-57.9417272,49.0416669
20587,"(-57.064851, 49.4774575)",02YL000-20587,-57.064851,49.4774575
20588,"(-57.7262237, 48.9653817)",02YL000-20588,-57.7262237,48.9653817
20589,"(-57.0094985, 49.6694008)",02YL000-20589,-57.0094985,49.6694008
20590,"(-57.2022877, 49.4226733)",02YL000-20590,-57.2022877,49.4226733
20591,"(-57.1135625, 49.6258466)",02YL000-20591,-57.1135625,49.6258466
20592,"(-57.8066907, 49.048441)",02YL000-20592,-57.8066907,49.048441
20593,"(-57.5330141, 49.2180993)",02YL000-20593,-57.5330141,49.2180993
20594,"(-57.0940084, 49.6710431)",02YL000-20594,-57.0940084,49.6710431
20595,"(-57.4242068, 49.457804)",02YL000-20595,-57.4242068,49.457804
20596,"(-57.4811099, 49.5675258)",02YL000-20596,-57.4811099,49.5675258
20597,"(-57.5857926, 49.5169356)",02YL000-20597,-57.5857926,49.5169356
20598,"(-57.5634209, 49.591898)",02YL000-20598,-57.5634209,49.591898
20599,"(-57.3762463, 49.4533943)",02YL000-20599,-57.3762463,49.4533943
20600,"(-57.5840574, 49.6797628)",02YL000-20600,-57.5840574,49.6797628
20601,"(-57.1773866, 49.3478058)",02YL000-20601,-57.1773866,49.3478058
20602,"(-57.0447749, 49.5147037)",02YL000-20602,-57.0447749,49.5147037
20603,"(-57.2028654, 49.576738)",02YL000-20603,-57.2028654,49.576738
20604,"(-57.5458912, 49.6443165)",02YL000-20604,-57.5458912,49.6443165
20605,"(-57.0831933, 49.5187598)",02YL000-20605,-57.0831933,49.5187598
20606,"(-57.1625729, 49.6543387)",02YL000-20606,-57.1625729,49.6543387
20607,"(-57.5716538, 49.5783747)",02YL000-20607,-57.5716538,49.5783747
20608,"(-57.2549606, 49.7161955)",02YL000-20608,-57.2549606,49.7161955
20609,"(-57.0717309, 49.4791613)",02YL000-20609,-57.0717309,49.4791613
20610,"(-57.1336768, 49.6353363)",02YL000-20610,-57.1336768,49.6353363
20611,"(-57.2199866, 49.4531641)",02YL000-20611,-57.2199866,49.4531641
20612,"(-57.2898233, 49.7155165)",02YL000-20612,-57.2898233,49.7155165
20613,"(-57.6830226, 49.1663925)",02YL000-20613,-57.6830226,49.1663925
20614,"(-57.1097133, 49.6493254)",02YL000-20614,-57.1097133,49.6493254
20615,"(-57.0010694, 49.6242764)",02YL000-20615,-57.0010694,49.6242764
20616,"(-57.4991079, 49.6832478)",02YL000-20616,-57.4991079,49.6832478
20617,"(-57.9863331, 48.9946063)",02YL000-20617,-57.9863331,48.9946063
20618,"(-57.0254817, 49.5261341)",02YL000-20618,-57.0254817,49.5261341
20619,"(-57.661842, 49.5920721)",02YL000-20619,-57.661842,49.5920721
20620,"(-57.3043136, 49.2784769)",02YL000-20620,-57.3043136,49.2784769
20621,"(-57.6230596, 49.5611676)",02YL000-20621,-57.6230596,49.5611676
20622,"(-57.4940319, 49.6882678)",02YL000-20622,-57.4940319,49.6882678
20623,"(-57.3787178, 49.2670059)",02YL000-20623,-57.3787178,49.2670059
20624,"(-56.9683041, 49.6346247)",02YL000-20624,-56.9683041,49.6346247
20625,"(-57.1111797, 49.4091312)",02YL000-20625,-57.1111797,49.4091312
20626,"(-57.7688793, 49.1711268)",02YL000-20626,-57.7688793,49.1711268
20627,"(-57.6423086, 49.7494032)",02YL000-20627,-57.6423086,49.7494032
20628,"(-57.4629181, 49.6169336)",02YL000-20628,-57.4629181,49.6169336
20629,"(-57.2967989, 49.525397)",02YL000-20629,-57.2967989,49.525397
20630,"(-57.633274, 49.5947804)",02YL000-20630,-57.633274,49.5947804
20631,"(-57.4924966, 49.4510155)",02YL000-20631,-57.4924966,49.4510155
20632,"(-57.8395836, 48.9347315)",02YL000-20632,-57.8395836,48.9347315
20633,"(-57.324326, 49.3202754)",02YL000-20633,-57.324326,49.3202754
20634,"(-57.7430066, 49.275139)",02YL000-20634,-57.7430066,49.275139
20635,"(-57.4000102, 49.6008204)",02YL000-20635,-57.4000102,49.6008204
20636,"(-57.5284318, 49.5193133)",02YL000-20636,-57.5284318,49.5193133
20637,"(-57.5606201, 49.5365252)",02YL000-20637,-57.5606201,49.5365252
20638,"(-57.5013273, 49.4418421)",02YL000-20638,-57.5013273,49.4418421
20639,"(-57.3493236, 49.2926688)",02YL000-20639,-57.3493236,49.2926688
20640,"(-57.7747604, 48.8356791)",02YL000-20640,-57.7747604,48.8356791
20641,"(-57.6299796, 49.2318402)",02YL000-20641,-57.6299796,49.2318402
20642,"(-57.1792898, 49.2695863)",02YL000-20642,-57.1792898,49.2695863
20643,"(-57.819718, 49.2948031)",02YL000-20643,-57.819718,49.2948031
20644,"(-57.2733925, 49.559576)",02YL000-20644,-57.2733925,49.559576
20645,"(-57.9519916, 49.0089627)",02YL000-20645,-57.9519916,49.0089627
20646,"(-57.41524, 49.7415902)",02YL000-20646,-57.41524,49.7415902
20647,"(-57.1214414, 49.4803493)",02YL000-20647,-57.1214414,49.4803493
20648,"(-57.1097341, 49.6030938)",02YL000-20648,-57.1097341,49.6030938
20649,"(-57.5574664, 49.5227408)",02YL000-20649,-57.5574664,49.5227408
20650,"(-57.7611125, 49.3108497)",02YL000-20650,-57.7611125,49.3108497
20651,"(-58.1309151, 49.2290578)",02YL000-20651,-58.1309151,49.2290578
20652,"(-57.6707819, 48.9894763)",02YL000-20652,-57.6707819,48.9894763
20653,"(-57.9804581, 49.014108)",02YL000-20653,-57.9804581,49.014108
20654,"(-57.398131, 49.6972536)",02YL000-20654,-57.398131,49.6972536
20655,"(-57.2136057, 49.3181865)",02YL000-20655,-57.2136057,49.3181865
20656,"(-57.0753958, 49.5529231)",02YL000-20656,-57.0753958,49.5529231
20657,"(-57.6414812, 49.1472299)",02YL000-20657,-57.6414812,49.1472299
20658,"(-57.505943, 49.4879254)",02YL000-20658,-57.505943,49.4879254
20659,"(-57.6142709, 49.7551411)",02YL000-20659,-57.6142709,49.7551411
20660,"(-57.8010167, 48.8445184)",02YL000-20660,-57.8010167,48.8445184
20661,"(-57.5574, 49.5125188)",02YL000-20661,-57.5574,49.5125188
20662,"(-57.5840814, 49.7604872)",02YL000-20662,-57.5840814,49.7604872
20663,"(-57.4089294, 49.4367603)",02YL000-20663,-57.4089294,49.4367603
20664,"(-57.5814452, 49.6177745)",02YL000-20664,-57.5814452,49.6177745
20665,"(-57.2912884, 49.4679232)",02YL000-20665,-57.2912884,49.4679232
20666,"(-57.1939274, 49.4831607)",02YL000-20666,-57.1939274,49.4831607
20667,"(-57.505546, 49.6496495)",02YL000-20667,-57.505546,49.6496495
20668,"(-57.5577806, 49.5224778)",02YL000-20668,-57.5577806,49.5224778
20669,"(-57.5278393, 49.5756234)",02YL000-20669,-57.5278393,49.5756234
20670,"(-57.7974708, 48.8869591)",02YL000-20670,-57.7974708,48.8869591
20671,"(-57.5316055, 49.5710176)",02YL000-20671,-57.5316055,49.5710176
20672,"(-57.5890565, 49.5957255)",02YL000-20672,-57.5890565,49.5957255
20673,"(-57.2585946, 49.3262073)",02YL000-20673,-57.2585946,49.3262073
20674,"(-57.2786787, 49.3973505)",02YL000-20674,-57.2786787,49.3973505
20675,"(-57.2426257, 49.3249216)",02YL000-20675,-57.2426257,49.3249216
20676,"(-57.9570257, 48.9862275)",02YL000-20676,-57.9570257,48.9862275
20677,"(-57.3118748, 49.5946956)",02YL000-20677,-57.3118748,49.5946956
20678,"(-57.315295, 49.4093629)",02YL000-20678,-57.315295,49.4093629
20679,"(-57.7055414, 49.0653003)",02YL000-20679,-57.7055414,49.0653003
20680,"(-57.1315289, 49.5877766)",02YL000-20680,-57.1315289,49.5877766
20681,"(-57.1398348, 49.5215514)",02YL000-20681,-57.1398348,49.5215514
20682,"(-57.2479278, 49.7074641)",02YL000-20682,-57.2479278,49.7074641
20683,"(-57.4485403, 49.4140112)",02YL000-20683,-57.4485403,49.4140112
20684,"(-58.202086, 48.9892123)",02YL000-20684,-58.202086,48.9892123
20685,"(-58.190947, 49.004133)",02YL000-20685,-58.190947,49.004133
20686,"(-57.5843033, 49.5241529)",02YL000-20686,-57.5843033,49.5241529
20687,"(-57.2000327, 49.4755534)",02YL000-20687,-57.2000327,49.4755534
20688,"(-57.5369919, 49.6252599)",02YL000-20688,-57.5369919,49.6252599
20689,"(-57.6836831, 49.5969245)",02YL000-20689,-57.6836831,49.5969245
20690,"(-57.3395625, 49.2872904)",02YL000-20690,-57.3395625,49.2872904
20691,"(-57.6361735, 49.7422938)",02YL000-20691,-57.6361735,49.7422938
20692,"(-57.9510725, 49.0493436)",02YL000-20692,-57.9510725,49.0493436
20693,"(-57.3254393, 49.5299218)",02YL000-20693,-57.3254393,49.5299218
20694,"(-57.0963117, 49.5332938)",02YL000-20694,-57.0963117,49.5332938
20695,"(-57.1857731, 49.4452985)",02YL000-20695,-57.1857731,49.4452985
20696,"(-57.4447213, 49.4412991)",02YL000-20696,-57.4447213,49.4412991
20697,"(-58.1276863, 48.8764072)",02YL000-20697,-58.1276863,48.8764072
20698,"(-57.3488006, 49.7435511)",02YL000-20698,-57.3488006,49.7435511
20699,"(-57.8908053, 49.0471592)",02YL000-20699,-57.8908053,49.0471592
20700,"(-57.4971341, 49.74272)",02YL000-20700,-57.4971341,49.74272
20701,"(-57.4384609, 49.6489148)",02YL000-20701,-57.4384609,49.6489148
20702,"(-57.8011208, 49.1973242)",02YL000-20702,-57.8011208,49.1973242
20703,"(-57.6283362, 49.6210763)",02YL000-20703,-57.6283362,49.6210763
20704,"(-58.2125535, 49.2903135)",02YL000-20704,-58.2125535,49.2903135
20705,"(-57.5143211, 49.2833613)",02YL000-20705,-57.5143211,49.2833613
20706,"(-57.5803672, 49.5277828)",02YL000-20706,-57.5803672,49.5277828
20707,"(-57.2991278, 49.7399833)",02YL000-20707,-57.2991278,49.7399833
20708,"(-57.2343293, 49.4192391)",02YL000-20708,-57.2343293,49.4192391
20709,"(-57.1351996, 49.3506354)",02YL000-20709,-57.1351996,49.3506354
20710,"(-57.2149439, 49.3015155)",02YL000-20710,-57.2149439,49.3015155
20711,"(-57.0766582, 49.4739813)",02YL000-20711,-57.0766582,49.4739813
20712,"(-57.1818795, 49.6570668)",02YL000-20712,-57.1818795,49.6570668
20713,"(-57.2955614, 49.70524)",02YL000-20713,-57.2955614,49.70524
20714,"(-57.6170428, 49.1403356)",02YL000-20714,-57.6170428,49.1403356
20715,"(-57.2253228, 49.6492127)",02YL000-20715,-57.2253228,49.6492127
20716,"(-57.9319785, 49.2147296)",02YL000-20716,-57.9319785,49.2147296
20717,"(-57.4038034, 49.5789128)",02YL000-20717,-57.4038034,49.5789128
20718,"(-57.6325652, 49.7418524)",02YL000-20718,-57.6325652,49.7418524
20719,"(-57.551929, 49.5216988)",02YL000-20719,-57.551929,49.5216988
20720,"(-57.0526573, 49.4868165)",02YL000-20720,-57.0526573,49.4868165
20721,"(-57.533393, 49.6862571)",02YL000-20721,-57.533393,49.6862571
20722,"(-57.6786441, 48.9649843)",02YL000-20722,-57.6786441,48.9649843
20723,"(-57.1682272, 49.6180688)",02YL000-20723,-57.1682272,49.6180688
20724,"(-57.0674441, 49.5789465)",02YL000-20724,-57.0674441,49.5789465
20725,"(-57.270444, 49.6847597)",02YL000-20725,-57.270444,49.6847597
20726,"(-58.121255, 49.2885318)",02YL000-20726,-58.121255,49.2885318
20727,"(-57.522623, 49.5679371)",02YL000-20727,-57.522623,49.5679371
20728,"(-57.7649497, 48.9137705)",02YL000-20728,-57.7649497,48.9137705
20729,"(-57.16269, 49.3623673)",02YL000-20729,-57.16269,49.3623673
20730,"(-57.4572038, 49.5022202)",02YL000-20730,-57.4572038,49.5022202
20731,"(-57.5407472, 49.2490282)",02YL000-20731,-57.5407472,49.2490282
20732,"(-57.5919386, 49.1597205)",02YL000-20732,-57.5919386,49.1597205
20733,"(-57.8169018, 49.2270787)",02YL000-20733,-57.8169018,49.2270787
20734,"(-57.3809259, 49.2664042)",02YL000-20734,-57.3809259,49.2664042
20735,"(-57.6145559, 49.5823112)",02YL000-20735,-57.6145559,49.5823112
20736,"(-57.9136175, 49.0812732)",02YL000-20736,-57.9136175,49.0812732
20737,"(-57.313118, 49.2599922)",02YL000-20737,-57.313118,49.2599922
20738,"(-57.2325365, 49.3963935)",02YL000-20738,-57.2325365,49.3963935
20739,"(-57.5765286, 49.6871667)",02YL000-20739,-57.5765286,49.6871667
20740,"(-57.5320824, 49.5849884)",02YL000-20740,-57.5320824,49.5849884
20741,"(-57.4518707, 49.4140687)",02YL000-20741,-57.4518707,49.4140687
20742,"(-57.9190401, 49.1680855)",02YL000-20742,-57.9190401,49.1680855
20743,"(-57.5389673, 49.7432438)",02YL000-20743,-57.5389673,49.7432438
20744,"(-57.6588682, 49.5988497)",02YL000-20744,-57.6588682,49.5988497
20745,"(-57.1064588, 49.5339727)",02YL000-20745,-57.1064588,49.5339727
20746,"(-57.5808229, 49.7269003)",02YL000-20746,-57.5808229,49.7269003
20747,"(-57.078777, 49.5968973)",02YL000-20747,-57.078777,49.5968973
20748,"(-57.6931545, 48.974588)",02YL000-20748,-57.6931545,48.974588
20749,"(-57.6983942, 48.9520594)",02YL000-20749,-57.6983942,48.9520594
20750,"(-57.5439284, 49.5756786)",02YL000-20750,-57.5439284,49.5756786
20751,"(-57.5208162, 49.568398)",02YL000-20751,-57.5208162,49.568398
20752,"(-57.5840195, 49.2272018)",02YL000-20752,-57.5840195,49.2272018
20753,"(-57.6683707, 49.1693746)",02YL000-20753,-57.6683707,49.1693746
20754,"(-57.0550465, 49.5090095)",02YL000-20754,-57.0550465,49.5090095
20755,"(-57.3550753, 49.4377485)",02YL000-20755,-57.3550753,49.4377485
20756,"(-57.3862358, 49.522015)",02YL000-20756,-57.3862358,49.522015
20757,"(-56.940898, 49.6079548)",02YL000-20757,-56.940898,49.6079548
20758,"(-57.6270828, 49.6050823)",02YL000-20758,-57.6270828,49.6050823
20759,"(-56.9885403, 49.6654222)",02YL000-20759,-56.9885403,49.6654222
20760,"(-57.419053, 49.7000196)",02YL000-20760,-57.419053,49.7000196
20761,"(-58.1359809, 49.2379738)",02YL000-20761,-58.1359809,49.2379738
20762,"(-57.4910042, 49.4824986)",02YL000-20762,-57.4910042,49.4824986
20763,"(-57.9589969, 49.2003568)",02YL000-20763,-57.9589969,49.2003568
20764,"(-57.3045289, 49.5449265)",02YL000-20764,-57.3045289,49.5449265
20765,"(-58.3330616, 49.0736773)",02YL000-20765,-58.3330616,49.0736773
20766,"(-57.668491, 48.9856699)",02YL000-20766,-57.668491,48.9856699
20767,"(-57.3033356, 49.7015712)",02YL000-20767,-57.3033356,49.7015712
20768,"(-57.6821284, 49.1242256)",02YL000-20768,-57.6821284,49.1242256
20769,"(-57.2803044, 49.3227777)",02YL000-20769,-57.2803044,49.3227777
20770,"(-57.4714394, 49.4517221)",02YL000-20770,-57.4714394,49.4517221
20771,"(-57.0465375, 49.469778)",02YL000-20771,-57.0465375,49.469778
20772,"(-57.4563002, 49.4039947)",02YL000-20772,-57.4563002,49.4039947
20773,"(-57.2990896, 49.4286921)",02YL000-20773,-57.2990896,49.4286921
20774,"(-57.7523657, 49.1099333)",02YL000-20774,-57.7523657,49.1099333
20775,"(-57.1323265, 49.4797574)",02YL000-20775,-57.1323265,49.4797574
20776,"(-57.0447693, 49.6681056)",02YL000-20776,-57.0447693,49.6681056
20777,"(-57.4887739, 49.4675989)",02YL000-20777,-57.4887739,49.4675989
20778,"(-57.2768551, 49.4646029)",02YL000-20778,-57.2768551,49.4646029
20779,"(-57.128031, 49.4771435)",02YL000-20779,-57.128031,49.4771435
20780,"(-57.2368183, 49.682656)",02YL000-20780,-57.2368183,49.682656
20781,"(-57.7619743, 48.9512352)",02YL000-20781,-57.7619743,48.9512352
20782,"(-57.3863903, 49.2660519)",02YL000-20782,-57.3863903,49.2660519
20783,"(-57.1251056, 49.4654073)",02YL000-20783,-57.1251056,49.4654073
20784,"(-57.8702353, 49.2348721)",02YL000-20784,-57.8702353,49.2348721
20785,"(-57.5091357, 49.6895079)",02YL000-20785,-57.5091357,49.6895079
20786,"(-57.3036467, 49.5114554)",02YL000-20786,-57.3036467,49.5114554
20787,"(-57.9417944, 49.0518361)",02YL000-20787,-57.9417944,49.0518361
20788,"(-57.5821207, 49.5113145)",02YL000-20788,-57.5821207,49.5113145
20789,"(-57.6216986, 49.6554527)",02YL000-20789,-57.6216986,49.6554527
20790,"(-57.7124939, 49.2684654)",02YL000-20790,-57.7124939,49.2684654
20791,"(-57.5335305, 49.6315292)",02YL000-20791,-57.5335305,49.6315292
20792,"(-57.5264311, 49.4916255)",02YL000-20792,-57.5264311,49.4916255
20793,"(-57.4184641, 49.4810744)",02YL000-20793,-57.4184641,49.4810744
20794,"(-57.3916253, 49.7016955)",02YL000-20794,-57.3916253,49.7016955
20795,"(-57.3917486, 49.7017058)",02YL000-20795,-57.3917486,49.7017058
20796,"(-57.7131195, 49.1730124)",02YL000-20796,-57.7131195,49.1730124
20797,"(-57.5376169, 49.5161363)",02YL000-20797,-57.5376169,49.5161363
20798,"(-57.5675086, 49.5311878)",02YL000-20798,-57.5675086,49.5311878
20799,"(-57.5202761, 49.5835325)",02YL000-20799,-57.5202761,49.5835325
20800,"(-57.2491235, 49.6887937)",02YL000-20800,-57.2491235,49.6887937
20801,"(-57.0656146, 49.4771094)",02YL000-20801,-57.0656146,49.4771094
20802,"(-57.8005084, 48.8952817)",02YL000-20802,-57.8005084,48.8952817
20803,"(-58.0293126, 49.1589602)",02YL000-20803,-58.0293126,49.1589602
20804,"(-57.5339628, 49.4898445)",02YL000-20804,-57.5339628,49.4898445
20805,"(-57.4631935, 49.4260845)",02YL000-20805,-57.4631935,49.4260845
20806,"(-57.4690845, 49.4829115)",02YL000-20806,-57.4690845,49.4829115
20807,"(-57.4724683, 49.5161633)",02YL000-20807,-57.4724683,49.5161633
20808,"(-57.5029482, 49.6228452)",02YL000-20808,-57.5029482,49.6228452
20809,"(-57.004129, 49.5379835)",02YL000-20809,-57.004129,49.5379835
20810,"(-57.5135725, 49.5593628)",02YL000-20810,-57.5135725,49.5593628
20811,"(-57.7340591, 49.316359)",02YL000-20811,-57.7340591,49.316359
20812,"(-57.4893868, 49.5905581)",02YL000-20812,-57.4893868,49.5905581
20813,"(-57.1599666, 49.6561942)",02YL000-20813,-57.1599666,49.6561942
20814,"(-57.1336595, 49.4839686)",02YL000-20814,-57.1336595,49.4839686
20815,"(-57.6293329, 49.5652648)",02YL000-20815,-57.6293329,49.5652648
20816,"(-57.5781179, 49.6542419)",02YL000-20816,-57.5781179,49.6542419
20817,"(-57.1277998, 49.4816219)",02YL000-20817,-57.1277998,49.4816219
20818,"(-57.5710909, 49.5249345)",02YL000-20818,-57.5710909,49.5249345
20819,"(-57.0461028, 49.6638066)",02YL000-20819,-57.0461028,49.6638066
20820,"(-57.0248993, 49.6563821)",02YL000-20820,-57.0248993,49.6563821
20821,"(-58.1215041, 48.8816335)",02YL000-20821,-58.1215041,48.8816335
20822,"(-57.290228, 49.4258822)",02YL000-20822,-57.290228,49.4258822
20823,"(-57.5823584, 49.5677458)",02YL000-20823,-57.5823584,49.5677458
20824,"(-57.5898367, 49.5640907)",02YL000-20824,-57.5898367,49.5640907
20825,"(-58.2155369, 49.0462276)",02YL000-20825,-58.2155369,49.0462276
20826,"(-57.56853, 49.7727903)",02YL000-20826,-57.56853,49.7727903
20827,"(-57.4423271, 49.6335301)",02YL000-20827,-57.4423271,49.6335301
20828,"(-58.3668678, 49.1203264)",02YL000-20828,-58.3668678,49.1203264
20829,"(-57.4794605, 49.5108851)",02YL000-20829,-57.4794605,49.5108851
20830,"(-57.3725672, 49.7337739)",02YL000-20830,-57.3725672,49.7337739
20831,"(-57.2128994, 49.4348707)",02YL000-20831,-57.2128994,49.4348707
20832,"(-57.9858695, 49.0700078)",02YL000-20832,-57.9858695,49.0700078
20833,"(-57.2981742, 49.4788186)",02YL000-20833,-57.2981742,49.4788186
20834,"(-57.3348893, 49.4755074)",02YL000-20834,-57.3348893,49.4755074
20835,"(-57.7598687, 48.9372531)",02YL000-20835,-57.7598687,48.9372531
20836,"(-57.3508275, 49.5828263)",02YL000-20836,-57.3508275,49.5828263
20837,"(-57.2604518, 49.395021)",02YL000-20837,-57.2604518,49.395021
20838,"(-57.4861362, 49.6740584)",02YL000-20838,-57.4861362,49.6740584
20839,"(-58.0580937, 49.24346)",02YL000-20839,-58.0580937,49.24346
20840,"(-57.2796217, 49.6928608)",02YL000-20840,-57.2796217,49.6928608
20841,"(-57.5083101, 49.4108134)",02YL000-20841,-57.5083101,49.4108134
20842,"(-57.7655426, 48.958413)",02YL000-20842,-57.7655426,48.958413
20843,"(-57.2960657, 49.4255922)",02YL000-20843,-57.2960657,49.4255922
20844,"(-57.2302375, 49.6227241)",02YL000-20844,-57.2302375,49.6227241
20845,"(-57.1988518, 49.4584981)",02YL000-20845,-57.1988518,49.4584981
20846,"(-57.2186224, 49.7069696)",02YL000-20846,-57.2186224,49.7069696
20847,"(-57.4064101, 49.4099555)",02YL000-20847,-57.4064101,49.4099555
20848,"(-57.6579272, 48.9210875)",02YL000-20848,-57.6579272,48.9210875
20849,"(-57.3002655, 49.5577558)",02YL000-20849,-57.3002655,49.5577558
20850,"(-57.6271036, 49.6074193)",02YL000-20850,-57.6271036,49.6074193
20851,"(-57.2194974, 49.4446562)",02YL000-20851,-57.2194974,49.4446562
20852,"(-57.5916151, 49.5668873)",02YL000-20852,-57.5916151,49.5668873
20853,"(-57.5458315, 49.6036494)",02YL000-20853,-57.5458315,49.6036494
20854,"(-57.4110484, 49.1910143)",02YL000-20854,-57.4110484,49.1910143
20855,"(-57.8428349, 48.7524291)",02YL000-20855,-57.8428349,48.7524291
20856,"(-57.1066095, 49.3929882)",02YL000-20856,-57.1066095,49.3929882
20857,"(-57.0370426, 49.6842662)",02YL000-20857,-57.0370426,49.6842662
20858,"(-56.9780726, 49.6095502)",02YL000-20858,-56.9780726,49.6095502
20859,"(-57.8290165, 48.9532585)",02YL000-20859,-57.8290165,48.9532585
20860,"(-57.4653556, 49.5166185)",02YL000-20860,-57.4653556,49.5166185
20861,"(-57.2916553, 49.4515429)",02YL000-20861,-57.2916553,49.4515429
20862,"(-57.1874452, 49.6924568)",02YL000-20862,-57.1874452,49.6924568
20863,"(-57.6190183, 49.7357446)",02YL000-20863,-57.6190183,49.7357446
20864,"(-57.5683557, 49.5358234)",02YL000-20864,-57.5683557,49.5358234
20865,"(-57.3732209, 49.2157444)",02YL000-20865,-57.3732209,49.2157444
20866,"(-57.6567559, 49.5896559)",02YL000-20866,-57.6567559,49.5896559
20867,"(-57.6051399, 49.730676)",02YL000-20867,-57.6051399,49.730676
20868,"(-58.0933876, 49.2402441)",02YL000-20868,-58.0933876,49.2402441
20869,"(-57.6160748, 49.1448422)",02YL000-20869,-57.6160748,49.1448422
20870,"(-57.5639009, 49.6865979)",02YL000-20870,-57.5639009,49.6865979
20871,"(-56.9540198, 49.5864167)",02YL000-20871,-56.9540198,49.5864167
20872,"(-58.1807429, 49.2854306)",02YL000-20872,-58.1807429,49.2854306
20873,"(-57.4953679, 49.7071912)",02YL000-20873,-57.4953679,49.7071912
20874,"(-57.8396593, 48.8340451)",02YL000-20874,-57.8396593,48.8340451
20875,"(-57.35143, 49.7317573)",02YL000-20875,-57.35143,49.7317573
20876,"(-57.3198336, 49.5863216)",02YL000-20876,-57.3198336,49.5863216
20877,"(-57.745139, 49.0212236)",02YL000-20877,-57.745139,49.0212236
20878,"(-57.822801, 48.7703443)",02YL000-20878,-57.822801,48.7703443
20879,"(-57.4388268, 49.7063072)",02YL000-20879,-57.4388268,49.7063072
20880,"(-57.0875449, 49.6206797)",02YL000-20880,-57.0875449,49.6206797
20881,"(-57.3292082, 49.6883421)",02YL000-20881,-57.3292082,49.6883421
20882,"(-57.3562373, 49.4740939)",02YL000-20882,-57.3562373,49.4740939
20883,"(-57.6624648, 49.7685984)",02YL000-20883,-57.6624648,49.7685984
20884,"(-57.4418057, 49.1220493)",02YL000-20884,-57.4418057,49.1220493
20885,"(-57.6452698, 49.7503771)",02YL000-20885,-57.6452698,49.7503771
20886,"(-57.4087735, 49.4062836)",02YL000-20886,-57.4087735,49.4062836
20887,"(-57.3990793, 49.5020433)",02YL000-20887,-57.3990793,49.5020433
20888,"(-56.9692328, 49.5334016)",02YL000-20888,-56.9692328,49.5334016
20889,"(-57.8056643, 48.8189167)",02YL000-20889,-57.8056643,48.8189167
20890,"(-57.7538804, 49.2030863)",02YL000-20890,-57.7538804,49.2030863
20891,"(-57.5041293, 49.0961708)",02YL000-20891,-57.5041293,49.0961708
20892,"(-57.0888, 49.6265255)",02YL000-20892,-57.0888,49.6265255
20893,"(-57.2354712, 49.2415221)",02YL000-20893,-57.2354712,49.2415221
20894,"(-57.3076411, 49.6346113)",02YL000-20894,-57.3076411,49.6346113
20895,"(-57.2051207, 49.6629781)",02YL000-20895,-57.2051207,49.6629781
20896,"(-57.5212204, 49.6432163)",02YL000-20896,-57.5212204,49.6432163
20897,"(-57.5144743, 49.5598634)",02YL000-20897,-57.5144743,49.5598634
20898,"(-57.265553, 49.3293177)",02YL000-20898,-57.265553,49.3293177
20899,"(-57.234363, 49.4206231)",02YL000-20899,-57.234363,49.4206231
20900,"(-57.9821248, 49.1009928)",02YL000-20900,-57.9821248,49.1009928
20901,"(-57.5791084, 49.5428104)",02YL000-20901,-57.5791084,49.5428104
